week;indicator;inc;inc_low;inc_up;inc100;inc100_low;inc100_up;geo_insee;geo_name
202426;3;5324;0;10702;273;0;549;42;ALSACE
202426;3;2717;1021;4413;76;29;123;72;AQUITAINE
202426;3;351;0;771;25;0;55;83;AUVERGNE
202426;3;432;0;914;29;0;61;25;BASSE-NORMANDIE
202426;3;581;0;1202;35;0;72;26;BOURGOGNE
202426;3;3733;1913;5553;107;55;159;53;BRETAGNE
202426;3;1065;0;2282;40;0;86;24;CENTRE
202426;3;283;0;774;21;0;58;21;CHAMPAGNE-ARDENNE
202426;3;141;0;365;40;0;104;94;CORSE
202426;3;29;0;117;2;0;9;43;FRANCHE-COMTE
202426;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202426;3;3564;1533;5595;121;52;190;91;LANGUEDOC-ROUSSILLON
202426;3;215;0;835;29;0;112;74;LIMOUSIN
202426;3;1663;0;3506;70;0;148;41;LORRAINE
202426;3;1053;0;2164;33;0;68;73;MIDI-PYRENEES
202426;3;3684;1279;6089;89;31;147;31;NORD-PAS-DE-CALAIS
202426;3;1249;0;2535;32;0;65;52;PAYS-DE-LA-LOIRE
202426;3;217;0;774;11;0;39;22;PICARDIE
202426;3;2490;688;4292;133;37;229;54;POITOU-CHARENTES
202426;3;3128;0;7286;60;0;140;93;PROVENCE-ALPES-COTE-D-AZUR
202426;3;6856;4299;9413;55;34;76;11;ILE-DE-FRANCE
202426;3;5045;2066;8024;73;30;116;82;RHONE-ALPES
202425;3;4207;0;8615;216;0;442;42;ALSACE
202425;3;3047;1321;4773;85;37;133;72;AQUITAINE
202425;3;288;0;714;21;0;51;83;AUVERGNE
202425;3;512;91;933;34;6;62;25;BASSE-NORMANDIE
202425;3;933;164;1702;56;10;102;26;BOURGOGNE
202425;3;4348;2654;6042;125;76;174;53;BRETAGNE
202425;3;2274;615;3933;86;23;149;24;CENTRE
202425;3;385;0;826;29;0;62;21;CHAMPAGNE-ARDENNE
202425;3;169;0;373;48;0;106;94;CORSE
202425;3;671;0;1783;55;0;147;43;FRANCHE-COMTE
202425;3;140;0;658;7;0;34;23;HAUTE-NORMANDIE
202425;3;2696;1172;4220;91;39;143;91;LANGUEDOC-ROUSSILLON
202425;3;207;0;874;28;0;118;74;LIMOUSIN
202425;3;5052;2549;7555;213;107;319;41;LORRAINE
202425;3;1403;250;2556;44;8;80;73;MIDI-PYRENEES
202425;3;2662;1076;4248;65;27;103;31;NORD-PAS-DE-CALAIS
202425;3;790;115;1465;20;3;37;52;PAYS-DE-LA-LOIRE
202425;3;420;0;1096;21;0;55;22;PICARDIE
202425;3;1233;240;2226;66;13;119;54;POITOU-CHARENTES
202425;3;2024;275;3773;39;5;73;93;PROVENCE-ALPES-COTE-D-AZUR
202425;3;8782;6388;11176;71;52;90;11;ILE-DE-FRANCE
202425;3;4750;2554;6946;69;37;101;82;RHONE-ALPES
202424;3;1501;0;3493;77;0;179;42;ALSACE
202424;3;2964;1215;4713;83;34;132;72;AQUITAINE
202424;3;116;0;341;8;0;24;83;AUVERGNE
202424;3;465;4;926;31;0;62;25;BASSE-NORMANDIE
202424;3;738;0;1499;44;0;90;26;BOURGOGNE
202424;3;4603;2672;6534;132;77;187;53;BRETAGNE
202424;3;1310;227;2393;50;9;91;24;CENTRE
202424;3;321;0;731;24;0;54;21;CHAMPAGNE-ARDENNE
202424;3;59;0;147;17;0;42;94;CORSE
202424;3;387;0;1208;32;0;100;43;FRANCHE-COMTE
202424;3;105;0;814;6;0;44;23;HAUTE-NORMANDIE
202424;3;2475;975;3975;84;33;135;91;LANGUEDOC-ROUSSILLON
202424;3;0;0;0;0;0;0;74;LIMOUSIN
202424;3;2756;976;4536;116;41;191;41;LORRAINE
202424;3;804;14;1594;25;0;50;73;MIDI-PYRENEES
202424;3;4154;2151;6157;101;52;150;31;NORD-PAS-DE-CALAIS
202424;3;1558;618;2498;40;16;64;52;PAYS-DE-LA-LOIRE
202424;3;611;0;1261;31;0;64;22;PICARDIE
202424;3;444;0;1178;24;0;63;54;POITOU-CHARENTES
202424;3;1531;246;2816;29;4;54;93;PROVENCE-ALPES-COTE-D-AZUR
202424;3;9174;6721;11627;74;54;94;11;ILE-DE-FRANCE
202424;3;3748;1874;5622;54;27;81;82;RHONE-ALPES
202423;3;897;0;2199;46;0;113;42;ALSACE
202423;3;2306;886;3726;64;24;104;72;AQUITAINE
202423;3;76;0;251;5;0;17;83;AUVERGNE
202423;3;538;55;1021;36;4;68;25;BASSE-NORMANDIE
202423;3;615;5;1225;37;0;74;26;BOURGOGNE
202423;3;2680;1362;3998;77;39;115;53;BRETAGNE
202423;3;1598;315;2881;61;12;110;24;CENTRE
202423;3;159;0;492;12;0;37;21;CHAMPAGNE-ARDENNE
202423;3;213;0;606;60;0;172;94;CORSE
202423;3;71;0;372;6;0;31;43;FRANCHE-COMTE
202423;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202423;3;1703;583;2823;58;20;96;91;LANGUEDOC-ROUSSILLON
202423;3;0;0;0;0;0;0;74;LIMOUSIN
202423;3;3112;1014;5210;131;43;219;41;LORRAINE
202423;3;1047;191;1903;33;6;60;73;MIDI-PYRENEES
202423;3;2755;901;4609;67;22;112;31;NORD-PAS-DE-CALAIS
202423;3;1838;759;2917;47;20;74;52;PAYS-DE-LA-LOIRE
202423;3;683;7;1359;35;1;69;22;PICARDIE
202423;3;1111;0;2332;59;0;124;54;POITOU-CHARENTES
202423;3;1506;274;2738;29;5;53;93;PROVENCE-ALPES-COTE-D-AZUR
202423;3;10295;7768;12822;83;63;103;11;ILE-DE-FRANCE
202423;3;2814;1258;4370;41;18;64;82;RHONE-ALPES
202422;3;1051;0;2467;54;0;127;42;ALSACE
202422;3;1840;598;3082;51;16;86;72;AQUITAINE
202422;3;145;0;412;10;0;29;83;AUVERGNE
202422;3;454;0;970;30;0;64;25;BASSE-NORMANDIE
202422;3;869;8;1730;52;0;104;26;BOURGOGNE
202422;3;1931;918;2944;55;26;84;53;BRETAGNE
202422;3;1043;31;2055;40;2;78;24;CENTRE
202422;3;348;0;945;26;0;70;21;CHAMPAGNE-ARDENNE
202422;3;211;0;487;60;0;138;94;CORSE
202422;3;52;0;200;4;0;16;43;FRANCHE-COMTE
202422;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202422;3;1713;560;2866;58;19;97;91;LANGUEDOC-ROUSSILLON
202422;3;0;0;0;0;0;0;74;LIMOUSIN
202422;3;2461;821;4101;104;35;173;41;LORRAINE
202422;3;1543;0;3306;48;0;103;73;MIDI-PYRENEES
202422;3;2876;569;5183;70;14;126;31;NORD-PAS-DE-CALAIS
202422;3;1993;661;3325;51;17;85;52;PAYS-DE-LA-LOIRE
202422;3;47;0;232;2;0;11;22;PICARDIE
202422;3;1389;0;2923;74;0;156;54;POITOU-CHARENTES
202422;3;2344;742;3946;45;14;76;93;PROVENCE-ALPES-COTE-D-AZUR
202422;3;8326;6088;10564;67;49;85;11;ILE-DE-FRANCE
202422;3;2702;1278;4126;39;18;60;82;RHONE-ALPES
202421;3;754;0;2072;39;0;107;42;ALSACE
202421;3;1229;245;2213;34;7;61;72;AQUITAINE
202421;3;185;0;469;13;0;33;83;AUVERGNE
202421;3;243;0;580;16;0;38;25;BASSE-NORMANDIE
202421;3;464;0;1114;28;0;67;26;BOURGOGNE
202421;3;883;214;1552;25;6;44;53;BRETAGNE
202421;3;965;17;1913;37;1;73;24;CENTRE
202421;3;131;0;375;10;0;28;21;CHAMPAGNE-ARDENNE
202421;3;30;0;85;9;0;25;94;CORSE
202421;3;145;0;488;12;0;40;43;FRANCHE-COMTE
202421;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202421;3;1313;142;2484;45;5;85;91;LANGUEDOC-ROUSSILLON
202421;3;0;0;0;0;0;0;74;LIMOUSIN
202421;3;1293;180;2406;55;8;102;41;LORRAINE
202421;3;1328;260;2396;42;9;75;73;MIDI-PYRENEES
202421;3;1079;0;2205;26;0;53;31;NORD-PAS-DE-CALAIS
202421;3;855;96;1614;22;3;41;52;PAYS-DE-LA-LOIRE
202421;3;166;0;490;8;0;24;22;PICARDIE
202421;3;1274;0;2697;68;0;144;54;POITOU-CHARENTES
202421;3;1673;259;3087;32;5;59;93;PROVENCE-ALPES-COTE-D-AZUR
202421;3;5223;3441;7005;42;28;56;11;ILE-DE-FRANCE
202421;3;2066;617;3515;30;9;51;82;RHONE-ALPES
202420;3;567;0;1712;29;0;88;42;ALSACE
202420;3;742;0;1485;21;0;42;72;AQUITAINE
202420;3;466;0;955;33;0;68;83;AUVERGNE
202420;3;458;0;934;30;0;62;25;BASSE-NORMANDIE
202420;3;406;0;1059;24;0;63;26;BOURGOGNE
202420;3;947;299;1595;27;8;46;53;BRETAGNE
202420;3;390;0;894;15;0;34;24;CENTRE
202420;3;171;0;429;13;0;32;21;CHAMPAGNE-ARDENNE
202420;3;22;0;65;6;0;18;94;CORSE
202420;3;54;0;233;4;0;19;43;FRANCHE-COMTE
202420;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202420;3;1532;417;2647;52;14;90;91;LANGUEDOC-ROUSSILLON
202420;3;0;0;0;0;0;0;74;LIMOUSIN
202420;3;2265;727;3803;96;31;161;41;LORRAINE
202420;3;963;67;1859;30;2;58;73;MIDI-PYRENEES
202420;3;478;0;1192;12;0;29;31;NORD-PAS-DE-CALAIS
202420;3;463;0;989;12;0;25;52;PAYS-DE-LA-LOIRE
202420;3;69;0;332;4;0;17;22;PICARDIE
202420;3;809;68;1550;43;3;83;54;POITOU-CHARENTES
202420;3;1905;143;3667;37;3;71;93;PROVENCE-ALPES-COTE-D-AZUR
202420;3;3566;2124;5008;29;17;41;11;ILE-DE-FRANCE
202420;3;2066;587;3545;30;8;52;82;RHONE-ALPES
202419;3;1230;0;2913;63;0;149;42;ALSACE
202419;3;890;0;1886;25;0;53;72;AQUITAINE
202419;3;287;0;782;20;0;55;83;AUVERGNE
202419;3;196;0;488;13;0;32;25;BASSE-NORMANDIE
202419;3;79;0;339;5;0;21;26;BOURGOGNE
202419;3;715;47;1383;21;2;40;53;BRETAGNE
202419;3;243;0;625;9;0;24;24;CENTRE
202419;3;91;0;281;7;0;21;21;CHAMPAGNE-ARDENNE
202419;3;13;0;47;4;0;14;94;CORSE
202419;3;163;0;724;13;0;59;43;FRANCHE-COMTE
202419;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202419;3;760;0;1745;26;0;59;91;LANGUEDOC-ROUSSILLON
202419;3;77;0;352;10;0;47;74;LIMOUSIN
202419;3;1473;130;2816;62;5;119;41;LORRAINE
202419;3;939;61;1817;29;2;56;73;MIDI-PYRENEES
202419;3;638;0;1430;15;0;34;31;NORD-PAS-DE-CALAIS
202419;3;535;0;1108;14;0;29;52;PAYS-DE-LA-LOIRE
202419;3;21;0;141;1;0;7;22;PICARDIE
202419;3;515;0;1208;28;0;65;54;POITOU-CHARENTES
202419;3;811;0;1989;16;0;39;93;PROVENCE-ALPES-COTE-D-AZUR
202419;3;3328;1713;4943;27;14;40;11;ILE-DE-FRANCE
202419;3;1083;5;2161;16;0;32;82;RHONE-ALPES
202418;3;1007;0;2639;52;0;136;42;ALSACE
202418;3;1423;266;2580;40;8;72;72;AQUITAINE
202418;3;86;0;271;6;0;19;83;AUVERGNE
202418;3;288;0;620;19;0;41;25;BASSE-NORMANDIE
202418;3;53;0;256;3;0;15;26;BOURGOGNE
202418;3;1108;306;1910;32;9;55;53;BRETAGNE
202418;3;309;0;828;12;0;32;24;CENTRE
202418;3;35;0;175;3;0;13;21;CHAMPAGNE-ARDENNE
202418;3;10;0;43;3;0;12;94;CORSE
202418;3;42;0;184;3;0;15;43;FRANCHE-COMTE
202418;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202418;3;1842;445;3239;62;15;109;91;LANGUEDOC-ROUSSILLON
202418;3;0;0;0;0;0;0;74;LIMOUSIN
202418;3;1622;372;2872;68;15;121;41;LORRAINE
202418;3;731;32;1430;23;1;45;73;MIDI-PYRENEES
202418;3;999;0;2139;24;0;52;31;NORD-PAS-DE-CALAIS
202418;3;425;0;960;11;0;25;52;PAYS-DE-LA-LOIRE
202418;3;0;0;0;0;0;0;22;PICARDIE
202418;3;900;0;2144;48;0;115;54;POITOU-CHARENTES
202418;3;1313;0;2628;25;0;50;93;PROVENCE-ALPES-COTE-D-AZUR
202418;3;6171;4060;8282;50;33;67;11;ILE-DE-FRANCE
202418;3;1528;328;2728;22;5;39;82;RHONE-ALPES
202417;3;1349;0;3162;69;0;162;42;ALSACE
202417;3;778;0;1791;22;0;50;72;AQUITAINE
202417;3;400;0;934;29;0;67;83;AUVERGNE
202417;3;533;0;1153;35;0;76;25;BASSE-NORMANDIE
202417;3;254;0;664;15;0;40;26;BOURGOGNE
202417;3;1005;107;1903;29;3;55;53;BRETAGNE
202417;3;1628;278;2978;62;11;113;24;CENTRE
202417;3;61;0;242;5;0;18;21;CHAMPAGNE-ARDENNE
202417;3;89;0;261;25;0;74;94;CORSE
202417;3;109;0;336;9;0;28;43;FRANCHE-COMTE
202417;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202417;3;1220;123;2317;41;4;78;91;LANGUEDOC-ROUSSILLON
202417;3;0;0;0;0;0;0;74;LIMOUSIN
202417;3;451;0;1058;19;0;45;41;LORRAINE
202417;3;165;0;437;5;0;13;73;MIDI-PYRENEES
202417;3;2364;387;4341;57;9;105;31;NORD-PAS-DE-CALAIS
202417;3;687;77;1297;17;2;32;52;PAYS-DE-LA-LOIRE
202417;3;48;0;247;2;0;12;22;PICARDIE
202417;3;903;0;2144;48;0;114;54;POITOU-CHARENTES
202417;3;3839;1302;6376;74;25;123;93;PROVENCE-ALPES-COTE-D-AZUR
202417;3;6751;4776;8726;54;38;70;11;ILE-DE-FRANCE
202417;3;1939;526;3352;28;7;49;82;RHONE-ALPES
202416;3;1718;0;3557;88;0;182;42;ALSACE
202416;3;1198;0;2499;33;0;69;72;AQUITAINE
202416;3;168;0;547;12;0;39;83;AUVERGNE
202416;3;377;0;800;25;0;53;25;BASSE-NORMANDIE
202416;3;0;0;0;0;0;0;26;BOURGOGNE
202416;3;2061;804;3318;59;23;95;53;BRETAGNE
202416;3;1278;238;2318;49;9;89;24;CENTRE
202416;3;107;0;337;8;0;25;21;CHAMPAGNE-ARDENNE
202416;3;57;0;130;16;0;37;94;CORSE
202416;3;0;0;0;0;0;0;43;FRANCHE-COMTE
202416;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202416;3;827;0;1729;28;0;59;91;LANGUEDOC-ROUSSILLON
202416;3;166;0;671;22;0;90;74;LIMOUSIN
202416;3;2483;1206;3760;105;51;159;41;LORRAINE
202416;3;1020;219;1821;32;7;57;73;MIDI-PYRENEES
202416;3;2119;722;3516;51;17;85;31;NORD-PAS-DE-CALAIS
202416;3;1636;628;2644;41;15;67;52;PAYS-DE-LA-LOIRE
202416;3;123;0;451;6;0;23;22;PICARDIE
202416;3;421;0;845;23;0;46;54;POITOU-CHARENTES
202416;3;3576;873;6279;69;17;121;93;PROVENCE-ALPES-COTE-D-AZUR
202416;3;5134;3270;6998;41;26;56;11;ILE-DE-FRANCE
202416;3;1599;56;3142;23;1;45;82;RHONE-ALPES
202415;3;1794;126;3462;92;6;178;42;ALSACE
202415;3;2031;423;3639;57;12;102;72;AQUITAINE
202415;3;396;0;925;28;0;66;83;AUVERGNE
202415;3;400;0;805;27;0;54;25;BASSE-NORMANDIE
202415;3;1101;0;2278;66;0;137;26;BOURGOGNE
202415;3;1761;920;2602;51;27;75;53;BRETAGNE
202415;3;505;0;1155;19;0;44;24;CENTRE
202415;3;77;0;255;6;0;19;21;CHAMPAGNE-ARDENNE
202415;3;64;0;139;18;0;39;94;CORSE
202415;3;624;0;1342;52;0;111;43;FRANCHE-COMTE
202415;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202415;3;1313;223;2403;45;8;82;91;LANGUEDOC-ROUSSILLON
202415;3;65;0;381;9;0;51;74;LIMOUSIN
202415;3;2635;1183;4087;111;50;172;41;LORRAINE
202415;3;551;0;1655;17;0;52;73;MIDI-PYRENEES
202415;3;1520;338;2702;37;8;66;31;NORD-PAS-DE-CALAIS
202415;3;1084;307;1861;27;7;47;52;PAYS-DE-LA-LOIRE
202415;3;492;0;1137;25;0;58;22;PICARDIE
202415;3;1717;0;4185;92;0;224;54;POITOU-CHARENTES
202415;3;2170;435;3905;42;9;75;93;PROVENCE-ALPES-COTE-D-AZUR
202415;3;5160;2952;7368;42;24;60;11;ILE-DE-FRANCE
202415;3;2103;663;3543;31;10;52;82;RHONE-ALPES
202414;3;1102;0;2397;57;0;123;42;ALSACE
202414;3;1819;545;3093;51;16;86;72;AQUITAINE
202414;3;69;0;405;5;0;29;83;AUVERGNE
202414;3;516;53;979;34;3;65;25;BASSE-NORMANDIE
202414;3;707;0;1435;43;0;87;26;BOURGOGNE
202414;3;1674;763;2585;48;22;74;53;BRETAGNE
202414;3;731;172;1290;28;7;49;24;CENTRE
202414;3;200;0;504;15;0;38;21;CHAMPAGNE-ARDENNE
202414;3;36;0;90;10;0;25;94;CORSE
202414;3;291;0;765;24;0;63;43;FRANCHE-COMTE
202414;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202414;3;1809;552;3066;61;18;104;91;LANGUEDOC-ROUSSILLON
202414;3;111;0;524;15;0;70;74;LIMOUSIN
202414;3;2657;1184;4130;112;50;174;41;LORRAINE
202414;3;1438;187;2689;45;6;84;73;MIDI-PYRENEES
202414;3;1119;14;2224;27;0;54;31;NORD-PAS-DE-CALAIS
202414;3;1231;221;2241;31;5;57;52;PAYS-DE-LA-LOIRE
202414;3;492;0;1132;25;0;58;22;PICARDIE
202414;3;1396;0;2917;75;0;156;54;POITOU-CHARENTES
202414;3;1974;561;3387;38;11;65;93;PROVENCE-ALPES-COTE-D-AZUR
202414;3;7043;4603;9483;57;37;77;11;ILE-DE-FRANCE
202414;3;2933;1045;4821;43;16;70;82;RHONE-ALPES
202413;3;1463;0;3021;75;0;155;42;ALSACE
202413;3;2076;728;3424;58;20;96;72;AQUITAINE
202413;3;194;0;576;14;0;41;83;AUVERGNE
202413;3;827;238;1416;55;16;94;25;BASSE-NORMANDIE
202413;3;774;63;1485;47;4;90;26;BOURGOGNE
202413;3;1624;718;2530;47;21;73;53;BRETAGNE
202413;3;505;0;1070;19;0;40;24;CENTRE
202413;3;141;0;387;10;0;28;21;CHAMPAGNE-ARDENNE
202413;3;254;0;656;72;0;186;94;CORSE
202413;3;108;0;364;9;0;30;43;FRANCHE-COMTE
202413;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202413;3;2125;850;3400;72;29;115;91;LANGUEDOC-ROUSSILLON
202413;3;40;0;287;5;0;38;74;LIMOUSIN
202413;3;1746;598;2894;74;26;122;41;LORRAINE
202413;3;1560;473;2647;49;15;83;73;MIDI-PYRENEES
202413;3;2515;881;4149;61;21;101;31;NORD-PAS-DE-CALAIS
202413;3;971;208;1734;25;6;44;52;PAYS-DE-LA-LOIRE
202413;3;291;0;830;15;0;42;22;PICARDIE
202413;3;2453;241;4665;131;13;249;54;POITOU-CHARENTES
202413;3;1888;432;3344;36;8;64;93;PROVENCE-ALPES-COTE-D-AZUR
202413;3;7815;5454;10176;63;44;82;11;ILE-DE-FRANCE
202413;3;3363;1688;5038;49;25;73;82;RHONE-ALPES
202412;3;2453;355;4551;126;18;234;42;ALSACE
202412;3;2143;756;3530;60;21;99;72;AQUITAINE
202412;3;46;0;189;3;0;13;83;AUVERGNE
202412;3;453;0;913;30;0;60;25;BASSE-NORMANDIE
202412;3;519;0;1134;31;0;68;26;BOURGOGNE
202412;3;2023;718;3328;58;21;95;53;BRETAGNE
202412;3;682;0;1481;26;0;56;24;CENTRE
202412;3;171;0;493;13;0;37;21;CHAMPAGNE-ARDENNE
202412;3;356;65;647;101;18;184;94;CORSE
202412;3;448;0;1045;37;0;86;43;FRANCHE-COMTE
202412;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202412;3;2089;756;3422;71;26;116;91;LANGUEDOC-ROUSSILLON
202412;3;76;0;417;10;0;56;74;LIMOUSIN
202412;3;2621;1289;3953;111;55;167;41;LORRAINE
202412;3;1423;250;2596;45;8;82;73;MIDI-PYRENEES
202412;3;2434;886;3982;59;21;97;31;NORD-PAS-DE-CALAIS
202412;3;1063;315;1811;27;8;46;52;PAYS-DE-LA-LOIRE
202412;3;268;0;768;14;0;40;22;PICARDIE
202412;3;1974;470;3478;106;26;186;54;POITOU-CHARENTES
202412;3;2487;926;4048;48;18;78;93;PROVENCE-ALPES-COTE-D-AZUR
202412;3;6559;4479;8639;53;36;70;11;ILE-DE-FRANCE
202412;3;6117;3823;8411;89;56;122;82;RHONE-ALPES
202411;3;2278;268;4288;117;14;220;42;ALSACE
202411;3;2209;791;3627;62;22;102;72;AQUITAINE
202411;3;454;0;1034;32;0;73;83;AUVERGNE
202411;3;623;35;1211;41;2;80;25;BASSE-NORMANDIE
202411;3;617;0;1262;37;0;76;26;BOURGOGNE
202411;3;2012;938;3086;58;27;89;53;BRETAGNE
202411;3;770;171;1369;29;6;52;24;CENTRE
202411;3;326;0;760;24;0;56;21;CHAMPAGNE-ARDENNE
202411;3;377;107;647;107;31;183;94;CORSE
202411;3;569;0;1289;47;0;106;43;FRANCHE-COMTE
202411;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202411;3;3285;1642;4928;111;55;167;91;LANGUEDOC-ROUSSILLON
202411;3;120;0;548;16;0;73;74;LIMOUSIN
202411;3;2952;1455;4449;125;62;188;41;LORRAINE
202411;3;2053;924;3182;64;29;99;73;MIDI-PYRENEES
202411;3;3957;2022;5892;96;49;143;31;NORD-PAS-DE-CALAIS
202411;3;1179;299;2059;30;8;52;52;PAYS-DE-LA-LOIRE
202411;3;473;0;1080;24;0;55;22;PICARDIE
202411;3;2708;949;4467;145;51;239;54;POITOU-CHARENTES
202411;3;2568;908;4228;49;17;81;93;PROVENCE-ALPES-COTE-D-AZUR
202411;3;8500;5998;11002;68;48;88;11;ILE-DE-FRANCE
202411;3;5763;3681;7845;84;54;114;82;RHONE-ALPES
202410;3;1801;0;3903;92;0;200;42;ALSACE
202410;3;4690;2647;6733;131;74;188;72;AQUITAINE
202410;3;195;0;538;14;0;38;83;AUVERGNE
202410;3;810;70;1550;54;5;103;25;BASSE-NORMANDIE
202410;3;1457;455;2459;88;28;148;26;BOURGOGNE
202410;3;1978;969;2987;57;28;86;53;BRETAGNE
202410;3;1487;474;2500;57;19;95;24;CENTRE
202410;3;638;0;1311;47;0;97;21;CHAMPAGNE-ARDENNE
202410;3;276;20;532;78;5;151;94;CORSE
202410;3;385;0;933;32;0;77;43;FRANCHE-COMTE
202410;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202410;3;3420;1860;4980;116;63;169;91;LANGUEDOC-ROUSSILLON
202410;3;132;0;460;18;0;62;74;LIMOUSIN
202410;3;4320;2240;6400;182;94;270;41;LORRAINE
202410;3;3098;1042;5154;97;33;161;73;MIDI-PYRENEES
202410;3;5366;3103;7629;130;75;185;31;NORD-PAS-DE-CALAIS
202410;3;2025;840;3210;51;21;81;52;PAYS-DE-LA-LOIRE
202410;3;203;0;568;10;0;29;22;PICARDIE
202410;3;3035;1228;4842;162;65;259;54;POITOU-CHARENTES
202410;3;3971;1818;6124;76;35;117;93;PROVENCE-ALPES-COTE-D-AZUR
202410;3;8405;5657;11153;68;46;90;11;ILE-DE-FRANCE
202410;3;6132;3956;8308;89;57;121;82;RHONE-ALPES
202409;3;3717;198;7236;191;10;372;42;ALSACE
202409;3;4564;2188;6940;127;61;193;72;AQUITAINE
202409;3;467;0;937;33;0;67;83;AUVERGNE
202409;3;878;22;1734;58;1;115;25;BASSE-NORMANDIE
202409;3;1764;398;3130;106;24;188;26;BOURGOGNE
202409;3;3063;1679;4447;88;48;128;53;BRETAGNE
202409;3;2522;1276;3768;96;49;143;24;CENTRE
202409;3;1200;338;2062;89;25;153;21;CHAMPAGNE-ARDENNE
202409;3;525;0;1204;149;0;341;94;CORSE
202409;3;475;0;1445;39;0;119;43;FRANCHE-COMTE
202409;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202409;3;3129;1650;4608;106;56;156;91;LANGUEDOC-ROUSSILLON
202409;3;421;0;1191;57;0;160;74;LIMOUSIN
202409;3;1352;253;2451;57;11;103;41;LORRAINE
202409;3;1547;461;2633;48;14;82;73;MIDI-PYRENEES
202409;3;7211;4389;10033;175;107;243;31;NORD-PAS-DE-CALAIS
202409;3;3029;1445;4613;77;37;117;52;PAYS-DE-LA-LOIRE
202409;3;492;0;1155;25;0;59;22;PICARDIE
202409;3;4410;1619;7201;236;87;385;54;POITOU-CHARENTES
202409;3;3823;1245;6401;73;23;123;93;PROVENCE-ALPES-COTE-D-AZUR
202409;3;13369;10114;16624;108;82;134;11;ILE-DE-FRANCE
202409;3;10111;6719;13503;147;98;196;82;RHONE-ALPES
202408;3;7677;2440;12914;394;125;663;42;ALSACE
202408;3;6086;3459;8713;169;96;242;72;AQUITAINE
202408;3;831;75;1587;59;5;113;83;AUVERGNE
202408;3;2246;1243;3249;149;83;215;25;BASSE-NORMANDIE
202408;3;2581;613;4549;155;37;273;26;BOURGOGNE
202408;3;4404;2649;6159;126;76;176;53;BRETAGNE
202408;3;3552;2143;4961;135;81;189;24;CENTRE
202408;3;1747;787;2707;130;59;201;21;CHAMPAGNE-ARDENNE
202408;3;274;0;576;78;0;164;94;CORSE
202408;3;1236;178;2294;102;15;189;43;FRANCHE-COMTE
202408;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202408;3;4388;2613;6163;149;89;209;91;LANGUEDOC-ROUSSILLON
202408;3;839;0;1976;113;0;266;74;LIMOUSIN
202408;3;5828;3802;7854;246;161;331;41;LORRAINE
202408;3;5942;2130;9754;186;67;305;73;MIDI-PYRENEES
202408;3;8072;4813;11331;196;117;275;31;NORD-PAS-DE-CALAIS
202408;3;5410;2928;7892;137;74;200;52;PAYS-DE-LA-LOIRE
202408;3;976;122;1830;50;6;94;22;PICARDIE
202408;3;2590;1035;4145;138;55;221;54;POITOU-CHARENTES
202408;3;9669;5827;13511;186;112;260;93;PROVENCE-ALPES-COTE-D-AZUR
202408;3;13606;10454;16758;109;84;134;11;ILE-DE-FRANCE
202408;3;13467;9161;17773;196;133;259;82;RHONE-ALPES
202407;3;4882;766;8998;250;39;461;42;ALSACE
202407;3;7334;4800;9868;204;133;275;72;AQUITAINE
202407;3;1697;486;2908;121;35;207;83;AUVERGNE
202407;3;2991;1904;4078;198;126;270;25;BASSE-NORMANDIE
202407;3;3377;1746;5008;203;105;301;26;BOURGOGNE
202407;3;6287;4422;8152;181;127;235;53;BRETAGNE
202407;3;4530;3007;6053;172;114;230;24;CENTRE
202407;3;2660;1379;3941;198;103;293;21;CHAMPAGNE-ARDENNE
202407;3;750;395;1105;213;112;314;94;CORSE
202407;3;1567;619;2515;129;51;207;43;FRANCHE-COMTE
202407;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
202407;3;1972;473;3471;67;16;118;91;LANGUEDOC-ROUSSILLON
202407;3;3131;198;6064;420;26;814;74;LIMOUSIN
202407;3;10182;7456;12908;429;314;544;41;LORRAINE
202407;3;9454;5082;13826;296;159;433;73;MIDI-PYRENEES
202407;3;9221;6127;12315;224;149;299;31;NORD-PAS-DE-CALAIS
202407;3;10854;7018;14690;275;178;372;52;PAYS-DE-LA-LOIRE
202407;3;1477;413;2541;75;21;129;22;PICARDIE
202407;3;5840;3197;8483;312;171;453;54;POITOU-CHARENTES
202407;3;9377;6167;12587;180;118;242;93;PROVENCE-ALPES-COTE-D-AZUR
